Season,Team,Player,Position,Appearances,Minutes_Played,Goals,Assists
2013/14,Brighton,Oscar Jackson,Midfielder,22,1364,0,8
2013/14,Brighton,Noah Martin,Defender,31,2728,3,15
2013/14,Burnley,Noah Thompson,Midfielder,23,1932,3,10
2013/14,Burnley,Michael Thompson,Defender,26,1586,5,14
2013/14,Burnley,Aaron Johnson,Midfielder,11,858,6,5
2013/14,Burnley,Harry Lewis,Defender,11,682,19,9
2013/14,Burnley,Ethan Allen,Midfielder,18,1242,17,14
2013/14,Burnley,John Allen,Defender,29,2494,22,10
2013/14,Burnley,Liam Thompson,Defender,29,2320,23,5
2013/14,Burnley,David Anderson,Forward,9,720,25,1
2013/14,Burnley,Michael Lewis,Forward,18,1296,16,1
2013/14,Burnley,Mason Garcia,Defender,5,475,20,8
2013/14,Burnley,Leo Johnson,Midfielder,29,1740,13,2
2013/14,Burnley,Leo Thomas,Forward,10,930,8,15
2013/14,Burnley,Oscar Thompson,Forward,32,2016,6,2
2013/14,Burnley,Alex Thompson,Defender,26,2288,22,14
2013/14,Burnley,James Harris,Midfielder,38,2926,12,12
2013/14,Burnley,John King,Midfielder,16,960,3,11
2013/14,Burnley,Daniel Johnson,Defender,5,455,13,11
2013/14,Burnley,Noah Lewis,Defender,23,1633,0,5
2013/14,Chelsea,Liam Thompson,Midfielder,5,415,17,2
2013/14,Chelsea,Tom Johnson,Defender,32,2208,13,3
2013/14,Chelsea,John Harris,Forward,29,2494,5,4
2013/14,Chelsea,Harry Young,Forward,28,2604,17,0
2013/14,Chelsea,Ben Jackson,Forward,13,1222,13,1
2013/14,Chelsea,James Thomas,Midfielder,28,2268,13,1
2013/14,Chelsea,Jack Hall,Defender,17,1224,0,13
2013/14,Chelsea,Daniel White,Forward,30,2610,24,0
2013/14,Chelsea,David Clark,Midfielder,23,1817,14,4
2013/14,Chelsea,Ryan Thomas,Midfielder,9,738,17,3
2013/14,Chelsea,Ryan Taylor,Midfielder,14,1204,4,5
2013/14,Chelsea,Ben Johnson,Defender,21,1533,10,13
2013/14,Chelsea,Michael Anderson,Defender,8,488,8,6
2013/14,Chelsea,Liam Taylor,Forward,7,560,14,7
2013/14,Chelsea,David Jackson,Midfielder,28,1680,3,9
2013/14,Chelsea,Ryan Smith,Forward,10,900,16,8
2013/14,Chelsea,Leo Garcia,Midfielder,21,1722,0,3
2013/14,Chelsea,Michael Thomas,Midfielder,32,2848,8,1
2013/14,Crystal Palace,Ethan Walker,Defender,28,1764,6,11
2013/14,Crystal Palace,Ethan Martin,Midfielder,29,2175,13,7
2013/14,Crystal Palace,Noah Scott,Forward,36,2592,9,11
2013/14,Crystal Palace,Harry Clark,Defender,18,1350,24,9
2013/14,Crystal Palace,Alex King,Defender,37,2849,19,2
2013/14,Crystal Palace,John Johnson,Forward,33,2046,16,5
2013/14,Crystal Palace,James Johnson,Defender,32,1920,20,9
2013/14,Crystal Palace,Aaron Lewis,Forward,35,2975,21,10
2013/14,Crystal Palace,David Thompson,Midfielder,6,492,15,15
2013/14,Crystal Palace,Jack Thomas,Midfielder,12,876,12,12
2013/14,Crystal Palace,Harry Brown,Defender,10,770,10,8
2013/14,Crystal Palace,Ryan Clark,Defender,31,2666,17,0
2013/14,Crystal Palace,John Brown,Forward,5,300,16,3
2013/14,Crystal Palace,James King,Defender,25,2275,12,15
2013/14,Crystal Palace,Aaron White,Defender,14,1204,10,1
2013/14,Crystal Palace,Daniel Walker,Forward,14,1274,20,10
2013/14,Crystal Palace,Aaron Hall,Forward,5,315,16,14
2013/14,Crystal Palace,Jack Martin,Forward,12,792,24,6
2013/14,Everton,Ryan Martin,Forward,8,640,12,9
2013/14,Everton,Aaron Hall,Defender,30,2550,24,5
2013/14,Everton,Ethan Garcia,Midfielder,22,1540,21,6
2013/14,Everton,Harry Garcia,Midfielder,20,1480,2,10
2013/14,Everton,Harry Young,Midfielder,6,372,13,14
2013/14,Everton,Ethan Martin,Defender,23,1587,12,9
2013/14,Everton,Michael Jackson,Forward,27,2133,17,13
2013/14,Everton,John Garcia,Midfielder,17,1411,10,5
2013/14,Everton,Oscar Lewis,Midfielder,26,2340,4,5
2013/14,Everton,Mason Martin,Defender,6,432,2,8
2013/14,Everton,Liam Thompson,Forward,31,2046,9,13
2013/14,Everton,Alex Clark,Midfielder,14,1246,18,9
2013/14,Everton,Harry White,Midfielder,16,1168,23,6
2013/14,Everton,Oscar Martin,Defender,24,1944,9,0
2013/14,Everton,Chris White,Defender,19,1805,21,9
2013/14,Everton,Jack Brown,Defender,20,1380,3,3
2013/14,Everton,James White,Forward,38,2774,4,1
2013/14,Everton,Daniel Scott,Midfielder,34,3196,17,5
2013/14,Fulham,Ethan Taylor,Midfielder,28,2184,25,1
2013/14,Fulham,Harry Young,Forward,16,1472,16,13
2013/14,Fulham,Harry Brown,Forward,37,2849,9,0
2013/14,Fulham,Chris Anderson,Midfielder,6,402,23,3
2013/14,Fulham,Liam Thomas,Defender,14,1050,14,4
2013/14,Fulham,Ethan Jackson,Defender,5,390,21,4
2013/14,Fulham,Aaron White,Forward,19,1330,23,0
2013/14,Fulham,Jack Anderson,Forward,27,2538,16,0
2013/14,Fulham,Jack Young,Midfielder,7,595,24,8
2013/14,Fulham,Aaron King,Defender,26,1638,23,10
2013/14,Fulham,Jack King,Defender,34,2584,25,11
2013/14,Fulham,Ben Smith,Defender,33,3102,23,9
2013/14,Fulham,Chris White,Defender,11,1045,11,6
2013/14,Fulham,Noah Harris,Forward,22,1342,15,0
2013/14,Fulham,Ethan Walker,Midfielder,30,2160,3,1
2013/14,Fulham,James Young,Defender,26,2444,0,4
2013/14,Fulham,Daniel Johnson,Midfielder,30,2460,6,0
2013/14,Fulham,Michael Allen,Midfielder,30,2310,15,13
2013/14,Leicester,Alex Lewis,Forward,14,882,2,11
2013/14,Leicester,Aaron Jackson,Forward,12,924,19,7
2013/14,Leicester,Harry Scott,Defender,9,630,1,6
2013/14,Leicester,Daniel Thompson,Defender,23,1771,6,12
2013/14,Leicester,Aaron Walker,Defender,24,2232,20,7
2013/14,Leicester,Tom White,Midfielder,11,737,7,0
2013/14,Leicester,Daniel Martin,Defender,8,640,16,7
2013/14,Leicester,Ethan Allen,Midfielder,38,2888,16,2
2013/14,Leicester,David Scott,Defender,31,2356,4,1
2013/14,Leicester,James Scott,Defender,33,2145,7,4
2013/14,Leicester,Harry Taylor,Midfielder,12,1092,17,9
2013/14,Leicester,Harry Lewis,Midfielder,26,1586,24,4
2013/14,Leicester,James Young,Defender,24,2232,23,4
2013/14,Leicester,Jack Thompson,Forward,36,2160,24,2
2013/14,Leicester,James Jackson,Midfielder,28,2660,13,13
2013/14,Leicester,Liam Walker,Midfielder,9,828,25,6
2013/14,Leicester,Jack White,Defender,34,2652,3,4
2013/14,Leicester,Michael Harris,Forward,33,2013,25,5
2013/14,Liverpool,Harry Taylor,Defender,23,2185,0,6
2013/14,Liverpool,Leo Garcia,Forward,35,3150,25,10
2013/14,Liverpool,Ethan Young,Forward,9,639,0,9
2013/14,Liverpool,Ben Johnson,Midfielder,16,1472,9,10
2013/14,Liverpool,Michael Garcia,Defender,26,2470,8,9
2013/14,Liverpool,Daniel Anderson,Defender,18,1260,0,7
2013/14,Liverpool,Ben Walker,Defender,11,836,6,12
2013/14,Liverpool,Noah Allen,Midfielder,13,1222,1,4
2013/14,Liverpool,Luke Clark,Forward,37,3515,21,1
2013/14,Liverpool,Harry Young,Defender,30,2430,22,9
2013/14,Liverpool,Daniel Garcia,Defender,11,847,13,6
2013/14,Liverpool,Aaron Smith,Forward,7,616,14,8
2013/14,Liverpool,Ben Smith,Midfielder,37,2368,22,3
2013/14,Liverpool,Alex Anderson,Defender,28,2212,15,11
2013/14,Liverpool,Ryan Taylor,Midfielder,8,544,5,3
2013/14,Liverpool,Ryan Garcia,Defender,16,1520,15,5
2013/14,Liverpool,Michael Harris,Midfielder,22,1518,17,5
2013/14,Liverpool,Tom Brown,Forward,29,1914,18,0
2013/14,Man City,Aaron Garcia,Forward,30,2580,22,9
2013/14,Man City,Ethan Thomas,Forward,7,609,0,12
2013/14,Man City,Alex Young,Midfielder,5,360,25,0
2013/14,Man City,Luke Harris,Forward,11,693,0,5
2013/14,Man City,Ben Allen,Forward,34,2312,12,13
2013/14,Man City,James Allen,Defender,22,1562,7,2
2013/14,Man City,Oscar Taylor,Midfielder,36,2808,19,14
2013/14,Man City,Alex Smith,Forward,18,1584,13,10
2013/14,Man City,David Garcia,Forward,29,2494,14,8
2013/14,Man City,Daniel White,Forward,25,1625,7,15
2013/14,Man City,David Scott,Forward,30,2070,1,2
2013/14,Man City,Daniel King,Defender,15,1260,3,14
2013/14,Man City,Chris Clark,Midfielder,20,1280,10,12
2013/14,Man City,John Brown,Midfielder,34,2754,9,13
2013/14,Man City,Oscar Jackson,Midfielder,26,1638,23,4
2013/14,Man City,Tom Thompson,Defender,11,957,14,0
2013/14,Man City,James Lewis,Forward,26,2418,8,0
2013/14,Man City,Jack Martin,Midfielder,6,546,3,5
2013/14,Man United,Ryan Smith,Midfielder,14,1092,4,8
2013/14,Man United,David Johnson,Defender,12,1128,14,14
2013/14,Man United,David Jackson,Midfielder,28,2380,23,5
2013/14,Man United,James Martin,Midfielder,11,836,11,5
2013/14,Man United,Noah Allen,Defender,5,410,8,6
2013/14,Man United,John Anderson,Forward,12,972,5,2
2013/14,Man United,Noah Harris,Forward,7,588,24,7
2013/14,Man United,Tom Taylor,Midfielder,8,544,21,12
2013/14,Man United,Alex Young,Defender,21,1911,16,13
2013/14,Man United,Alex Martin,Midfielder,5,350,21,6
2013/14,Man United,Michael Scott,Forward,23,1587,11,7
2013/14,Man United,Noah Lewis,Forward,14,910,22,8
2013/14,Man United,Harry Lewis,Defender,29,2436,21,9
2013/14,Man United,Liam Thompson,Midfielder,6,528,25,13
2013/14,Man United,Ethan Scott,Midfielder,18,1458,19,6
2013/14,Man United,Leo Smith,Midfielder,23,1794,9,15
2013/14,Man United,Oscar Brown,Defender,11,902,9,11
2013/14,Man United,Jack Garcia,Forward,33,2475,3,4
2013/14,Newcastle,Chris Allen,Forward,7,532,8,3
2013/14,Newcastle,Harry Hall,Defender,9,810,23,8
2013/14,Newcastle,Oscar Lewis,Forward,16,992,19,0
2013/14,Newcastle,Michael Jackson,Midfielder,10,920,20,0
2013/14,Newcastle,Ryan Young,Defender,28,2464,7,10
2013/14,Newcastle,Ethan Taylor,Midfielder,22,1364,13,13
2013/14,Newcastle,Mason Harris,Midfielder,17,1241,19,11
2013/14,Newcastle,Ben Hall,Forward,17,1105,4,0
2013/14,Newcastle,Alex Hall,Defender,21,1764,1,4
2013/14,Newcastle,Ryan King,Defender,8,720,11,7
2013/14,Newcastle,Luke Garcia,Defender,5,355,14,2
2013/14,Newcastle,Ryan Martin,Forward,35,2415,20,5
2013/14,Newcastle,Tom Allen,Defender,15,1005,9,14
2013/14,Newcastle,Alex Brown,Forward,20,1260,4,3
2013/14,Newcastle,Liam Allen,Forward,11,968,16,0
2013/14,Newcastle,Chris Young,Defender,5,445,20,0
2013/14,Newcastle,Chris Harris,Midfielder,14,896,12,2
2013/14,Newcastle,Tom Hall,Midfielder,24,1704,3,11
2013/14,Norwich,John Martin,Midfielder,12,720,24,3
2013/14,Norwich,Aaron Smith,Midfielder,37,2775,6,3
2013/14,Norwich,Tom Martin,Defender,31,2108,17,0
2013/14,Norwich,Jack Jackson,Forward,28,1736,4,13
2013/14,Norwich,Ethan King,Midfielder,17,1224,0,12
2013/14,Norwich,Ben Young,Midfielder,7,609,22,7
2013/14,Norwich,Alex Martin,Defender,7,595,10,9
2013/14,Norwich,Michael Garcia,Defender,26,2080,23,0
2013/14,Norwich,James Taylor,Defender,28,1792,0,9
2013/14,Norwich,Michael Thompson,Forward,34,3128,25,15
2013/14,Norwich,Luke Garcia,Midfielder,13,871,14,9
2013/14,Norwich,David Jackson,Defender,12,984,8,9
2013/14,Norwich,Mason Smith,Defender,11,880,7,10
2013/14,Norwich,Michael Thompson,Forward,27,2376,19,7
2013/14,Norwich,Chris Walker,Defender,15,1020,18,14
2013/14,Norwich,Oscar Clark,Forward,12,948,13,1
2013/14,Norwich,Oscar Martin,Midfielder,14,1218,17,8
2013/14,Norwich,Noah Jackson,Defender,37,2997,16,10
2013/14,Southampton,John Harris,Midfielder,8,480,3,15
2013/14,Southampton,Oscar Anderson,Defender,25,2225,18,12
2013/14,Southampton,Michael Jackson,Forward,37,2553,14,5
2013/14,Southampton,Ben Johnson,Midfielder,35,3080,4,10
2013/14,Southampton,Aaron White,Midfielder,36,3204,3,14
2013/14,Southampton,Ryan Garcia,Forward,26,1690,1,10
2013/14,Southampton,David Garcia,Midfielder,10,920,5,9
2013/14,Southampton,Leo Brown,Midfielder,33,2013,12,0
2013/14,Southampton,Luke Jackson,Midfielder,35,3220,11,12
2013/14,Southampton,Luke Brown,Forward,34,2720,6,13
2013/14,Southampton,Leo Jackson,Midfielder,25,2300,16,9
2013/14,Southampton,John Martin,Defender,7,623,1,8
2013/14,Southampton,Harry Jackson,Defender,26,1768,13,8
2013/14,Southampton,Aaron Brown,Forward,19,1786,22,5
2013/14,Southampton,Liam Smith,Midfielder,11,957,1,9
2013/14,Southampton,Noah Smith,Forward,35,2975,18,14
2013/14,Southampton,Jack Johnson,Defender,11,671,18,2
2013/14,Southampton,David Thompson,Forward,25,1800,19,13
2013/14,Tottenham,Alex Martin,Defender,11,792,23,13
2013/14,Tottenham,John Clark,Defender,34,2958,18,9
2013/14,Tottenham,Noah Johnson,Defender,27,1863,20,5
2013/14,Tottenham,Michael Thompson,Midfielder,19,1748,4,13
2013/14,Tottenham,Ryan Clark,Forward,32,2112,13,11
2013/14,Tottenham,Chris Martin,Defender,10,800,23,3
2013/14,Tottenham,Luke Anderson,Midfielder,33,2112,7,11
2013/14,Tottenham,Oscar Martin,Defender,25,2050,4,9
2013/14,Tottenham,Liam King,Midfielder,8,488,14,12
2013/14,Tottenham,Daniel Lewis,Defender,10,950,23,11
2013/14,Tottenham,Oscar Thomas,Midfielder,38,3458,0,12
2013/14,Tottenham,James Jackson,Defender,23,1610,2,15
2013/14,Tottenham,Ethan White,Forward,21,1995,23,12
2013/14,Tottenham,John Hall,Midfielder,14,882,24,10
2013/14,Tottenham,Luke Brown,Midfielder,15,1080,16,5
2013/14,Tottenham,Aaron Jackson,Midfielder,15,930,25,11
2013/14,Tottenham,Tom Allen,Forward,36,2376,13,10
2013/14,Tottenham,Daniel Smith,Forward,20,1560,25,7
2013/14,West Ham,Daniel Clark,Forward,38,2470,2,14
2013/14,West Ham,Daniel Thomas,Forward,21,1428,20,1
2013/14,West Ham,John King,Defender,12,768,21,14
2013/14,West Ham,Alex Walker,Midfielder,21,1596,25,15
2013/14,West Ham,Michael Harris,Midfielder,11,913,9,12
2013/14,West Ham,Mason Lewis,Defender,22,1562,23,11
2013/14,West Ham,Ethan Lewis,Forward,27,2565,1,13
2013/14,West Ham,Daniel Young,Defender,8,656,19,10
2013/14,West Ham,Ethan Hall,Defender,19,1653,15,9
2013/14,West Ham,Mason Taylor,Defender,18,1242,13,9
2013/14,West Ham,James Thomas,Forward,26,1716,12,7
2013/14,West Ham,Tom Lewis,Forward,35,2205,18,13
2013/14,West Ham,Michael Allen,Defender,28,1932,21,0
2013/14,West Ham,Daniel Anderson,Forward,30,1800,1,6
2013/14,West Ham,Mason White,Defender,35,3185,18,8
2013/14,West Ham,Oscar White,Forward,33,2937,5,10
2013/14,West Ham,James Young,Forward,35,2730,8,11
2013/14,West Ham,Alex Walker,Midfielder,12,972,16,2
2013/14,Wolves,Ben Young,Defender,19,1558,1,5
2013/14,Wolves,Ethan Smith,Midfielder,19,1710,0,2
2013/14,Wolves,Leo Allen,Midfielder,14,1134,3,9
2013/14,Wolves,Mason Harris,Defender,12,1020,3,1
2013/14,Wolves,Ryan White,Forward,8,552,16,12
2013/14,Wolves,Harry Jackson,Forward,6,498,25,11
2013/14,Wolves,Ethan Jackson,Forward,8,744,10,15
2013/14,Wolves,Noah Allen,Forward,10,710,21,7
2013/14,Wolves,Alex Jackson,Defender,37,2775,24,6
2013/14,Wolves,Michael Johnson,Defender,24,1752,4,6
2013/14,Wolves,Harry Brown,Midfielder,37,2294,24,8
2013/14,Wolves,Noah Johnson,Forward,27,1890,25,9
2013/14,Wolves,Chris Garcia,Defender,13,793,14,13
2013/14,Wolves,Chris Thomas,Midfielder,17,1309,2,9
2013/14,Wolves,Jack Clark,Defender,20,1680,0,9
2013/14,Wolves,Harry Walker,Defender,15,1110,0,8
2013/14,Wolves,Ryan Taylor,Forward,13,871,17,13
2013/14,Wolves,Michael Lewis,Midfielder,13,793,11,6
2014/15,Arsenal,Michael Jackson,Defender,37,3293,10,5
2014/15,Arsenal,David Hall,Midfielder,19,1178,22,1
2014/15,Arsenal,John Hall,Forward,23,2116,6,4
2014/15,Arsenal,Ben Allen,Midfielder,36,3060,5,2
2014/15,Arsenal,Aaron Scott,Forward,8,656,9,4
2014/15,Arsenal,Harry Anderson,Forward,21,1911,22,15
2014/15,Arsenal,John Harris,Defender,35,2870,9,0
2014/15,Arsenal,John Scott,Forward,12,972,23,10
2014/15,Arsenal,Tom Anderson,Midfielder,37,3034,17,11
2014/15,Arsenal,Leo Scott,Forward,32,2688,16,4
2014/15,Arsenal,Ethan Brown,Defender,8,512,3,12
2014/15,Arsenal,Tom Smith,Midfielder,23,1564,6,9
2014/15,Arsenal,Ben Taylor,Defender,10,810,2,10
2014/15,Arsenal,Luke Johnson,Midfielder,24,1656,11,1
2014/15,Arsenal,Harry King,Midfielder,22,1386,7,11
2014/15,Arsenal,Tom Scott,Midfielder,7,609,1,11
2014/15,Arsenal,Aaron Lewis,Forward,37,3515,23,13
2014/15,Arsenal,Oscar Clark,Forward,17,1326,3,1
2014/15,Aston Villa,John Lewis,Midfielder,35,2905,13,6
2014/15,Aston Villa,Luke Allen,Defender,32,2304,20,10
2014/15,Aston Villa,Liam Brown,Forward,30,2700,22,15
2014/15,Aston Villa,Tom Martin,Defender,36,2556,10,2
2014/15,Aston Villa,Alex Brown,Midfielder,6,396,21,2
2014/15,Aston Villa,Mason Allen,Defender,19,1501,5,0
2014/15,Aston Villa,Jack Allen,Midfielder,22,1408,20,15
2014/15,Aston Villa,Alex Harris,Forward,28,1820,10,10
2014/15,Aston Villa,Alex Garcia,Defender,14,1008,21,3
2014/15,Aston Villa,John Brown,Defender,7,546,22,14
2014/15,Aston Villa,Ryan Thomas,Forward,6,372,8,1
2014/15,Aston Villa,Michael Hall,Defender,16,1216,5,13
2014/15,Aston Villa,Oscar Clark,Midfielder,33,2112,3,3
2014/15,Aston Villa,James Taylor,Defender,38,3610,7,15
2014/15,Aston Villa,Daniel Young,Forward,16,1184,7,10
2014/15,Aston Villa,Michael Anderson,Defender,10,750,25,0
2014/15,Aston Villa,Aaron Walker,Midfielder,34,2482,13,1
2014/15,Aston Villa,Luke Thompson,Midfielder,38,2356,8,15
2014/15,Bournemouth,Liam Thompson,Forward,33,3036,3,7
2014/15,Bournemouth,Chris White,Forward,37,2775,11,13
2014/15,Bournemouth,Leo Garcia,Forward,27,2268,11,13
2014/15,Bournemouth,Luke Anderson,Defender,14,1260,23,15
2014/15,Bournemouth,Chris Garcia,Defender,25,2125,8,8
2014/15,Bournemouth,Jack Harris,Defender,34,2346,11,0
2014/15,Bournemouth,Michael Taylor,Forward,31,2666,20,10
2014/15,Bournemouth,Oscar Walker,Forward,10,940,21,13
2014/15,Bournemouth,Oscar Smith,Defender,16,1344,1,7
2014/15,Bournemouth,Ethan Thomas,Midfielder,8,696,1,12
2014/15,Bournemouth,Jack Clark,Midfielder,5,350,13,11
2014/15,Bournemouth,James Lewis,Forward,34,2380,12,1
2014/15,Bournemouth,Jack Scott,Defender,28,1960,7,3
2014/15,Bournemouth,Alex Thomas,Forward,7,623,21,12
2014/15,Bournemouth,Oscar Martin,Forward,13,936,7,13
2014/15,Bournemouth,Harry Harris,Forward,9,621,15,7
2014/15,Bournemouth,Michael Lewis,Forward,17,1054,11,15
2014/15,Bournemouth,Luke Harris,Midfielder,30,2190,14,0
2014/15,Brentford,David Garcia,Defender,17,1139,22,11
2014/15,Brentford,Noah Martin,Forward,8,496,11,6
2014/15,Brentford,Harry Young,Midfielder,33,2508,12,8
2014/15,Brentford,Michael Lewis,Midfielder,9,783,10,13
2014/15,Brentford,Luke Scott,Defender,36,2376,3,9
2014/15,Brentford,Mason Brown,Midfielder,38,2736,24,2
2014/15,Brentford,Ryan Hall,Defender,11,693,1,5
2014/15,Brentford,Aaron Brown,Forward,23,2093,12,5
2014/15,Brentford,Michael Johnson,Forward,20,1560,20,2
2014/15,Brentford,Harry Walker,Defender,30,2670,13,2
2014/15,Brentford,Ryan Young,Defender,24,1968,16,12
2014/15,Brentford,Noah Brown,Midfielder,36,2412,25,14
2014/15,Brentford,Ben Harris,Forward,28,2212,24,5
2014/15,Brentford,Noah Allen,Defender,27,2457,11,4
2014/15,Brentford,James Thomas,Forward,29,2262,7,4
2014/15,Brentford,James Harris,Midfielder,24,1776,13,15
2014/15,Brentford,James King,Forward,32,2688,23,3
2014/15,Brentford,Leo Brown,Forward,15,1425,11,5
2014/15,Brighton,Aaron Young,Defender,26,2132,21,8
2014/15,Brighton,David Harris,Forward,5,345,5,15
2014/15,Brighton,Jack Johnson,Forward,26,2210,20,4
2014/15,Brighton,Oscar Thomas,Forward,28,2604,15,11
2014/15,Brighton,Luke King,Forward,6,378,13,1
2014/15,Brighton,Chris Lewis,Defender,27,2484,7,2
2014/15,Brighton,Tom Harris,Defender,10,640,15,6
2014/15,Brighton,Luke King,Midfielder,38,3154,23,7
2014/15,Brighton,Harry Thompson,Midfielder,20,1200,7,9
2014/15,Brighton,Mason King,Midfielder,15,1275,3,12
2014/15,Brighton,Harry Garcia,Midfielder,27,2160,8,15
2014/15,Brighton,Ethan Martin,Midfielder,6,480,19,11
2014/15,Brighton,Ryan Taylor,Forward,38,3344,13,0
2014/15,Brighton,Jack Harris,Midfielder,36,3348,18,10
2014/15,Brighton,Tom Harris,Midfielder,29,2088,4,7
2014/15,Brighton,Aaron Walker,Midfielder,12,1032,1,0
2014/15,Brighton,Tom Thomas,Forward,38,2394,11,2
2014/15,Brighton,Alex Jackson,Forward,19,1216,6,1
2014/15,Burnley,Luke Clark,Forward,35,2520,12,10
2014/15,Burnley,James Harris,Forward,29,2552,1,15
2014/15,Burnley,Harry Clark,Defender,18,1602,15,4
2014/15,Burnley,David Walker,Forward,23,1426,23,0
2014/15,Burnley,Alex Thomas,Midfielder,28,1848,1,13
2014/15,Burnley,Luke Brown,Defender,26,1872,10,0
2014/15,Burnley,Ben Hall,Defender,36,3132,4,1
2014/15,Burnley,Chris Thomas,Defender,22,1474,8,10
2014/15,Burnley,James Taylor,Forward,33,2310,17,8
2014/15,Burnley,Oscar Johnson,Forward,16,1216,14,8
2014/15,Burnley,David Taylor,Forward,30,2400,21,3
2014/15,Burnley,Luke Scott,Forward,19,1596,13,5
2014/15,Burnley,Oscar Allen,Defender,30,2040,15,4
2014/15,Burnley,Jack Walker,Midfielder,7,532,2,12
2014/15,Burnley,Alex Hall,Midfielder,36,2412,2,2
2014/15,Burnley,Mason Jackson,Forward,6,450,10,8
2014/15,Burnley,Jack Anderson,Forward,13,1118,12,13
2014/15,Burnley,Ethan Allen,Defender,32,2880,6,5
2014/15,Chelsea,Mason Lewis,Midfielder,11,726,14,15
2014/15,Chelsea,Ethan Jackson,Defender,14,1162,18,14
2014/15,Chelsea,Chris Smith,Defender,11,836,7,4
2014/15,Chelsea,Noah Lewis,Midfielder,13,1222,1,9
2014/15,Chelsea,David Thompson,Midfielder,23,2139,11,14
2014/15,Chelsea,James Brown,Midfielder,14,1204,8,0
2014/15,Chelsea,Chris Young,Midfielder,23,1863,18,7
2014/15,Chelsea,Ryan Lewis,Forward,21,1953,23,1
2014/15,Chelsea,Tom Thompson,Forward,29,2291,17,9
2014/15,Chelsea,Chris Lewis,Midfielder,9,612,24,7
2014/15,Chelsea,Chris White,Defender,34,3128,24,12
2014/15,Chelsea,Michael White,Midfielder,31,2046,3,13
2014/15,Chelsea,Ben Johnson,Forward,13,819,11,14
2014/15,Chelsea,Chris Martin,Forward,27,1863,17,10
2014/15,Chelsea,Mason Johnson,Midfielder,6,450,1,15
2014/15,Chelsea,Ben Taylor,Midfielder,35,3080,3,2
2014/15,Chelsea,Leo Jackson,Midfielder,5,340,11,0
2014/15,Chelsea,Daniel Allen,Forward,26,2236,12,3
2014/15,Crystal Palace,Aaron Jackson,Midfielder,25,1750,24,9
2014/15,Crystal Palace,Michael Scott,Forward,5,375,16,12
2014/15,Crystal Palace,John Garcia,Forward,32,2176,7,10
2014/15,Crystal Palace,Michael Clark,Forward,25,1925,20,12
2014/15,Crystal Palace,Mason Smith,Forward,35,2660,21,4
2014/15,Crystal Palace,Alex Jackson,Forward,8,648,15,0
2014/15,Crystal Palace,Oscar Thomas,Forward,9,675,6,11
2014/15,Crystal Palace,Mason Clark,Midfielder,26,1950,2,11
2014/15,Crystal Palace,Tom Harris,Forward,35,2625,5,13
2014/15,Crystal Palace,Ryan Harris,Defender,12,996,6,12
2014/15,Crystal Palace,James Allen,Defender,29,1943,25,11
2014/15,Crystal Palace,David Anderson,Defender,25,2225,23,6
2014/15,Crystal Palace,Harry Jackson,Forward,23,1748,8,12
2014/15,Crystal Palace,Chris Brown,Midfielder,8,520,4,2
2014/15,Crystal Palace,Aaron Martin,Defender,20,1580,1,8
2014/15,Crystal Palace,John Allen,Midfielder,6,426,19,7
2014/15,Crystal Palace,Aaron Johnson,Defender,24,1704,18,3
2014/15,Crystal Palace,Aaron Anderson,Defender,32,2944,15,11
2014/15,Everton,Ryan Brown,Defender,9,585,20,0
2014/15,Everton,Leo Clark,Midfielder,16,1008,3,13
